scope,target,alpha,w_cov,w_trust,w_liq,w_val,r_in,R2_in,drop_cov_dR2,drop_trust_dR2,drop_liq_dR2,drop_val_dR2
overall 2024Q2–2025Q2,target_tmp,100.0,0.0,0.0,1.0,0.0,0.066,0.004,0.0,0.0,0.026,0.0
