scope,target,w_cov,w_trust,w_liq,w_val,r_fit,R2_fit,drop_cov_dR2,drop_trust_dR2,drop_liq_dR2,drop_val_dR2
overall 2024Q2–2025Q2,target_tmp,0.0,0.0,1.0,0.0,0.066,0.004,0.0,0.0,0.021,0.0
