Quarter,Ticker,enterprise_value,valuation_gap_pct,ValuationOpportunity_$,CompressionRisk_$,Opportunity_%EV
2025Q2,AAPL,3039509081586.914,-0.2783805945203206,0.0,0.0,0.0
2025Q2,MSFT,3694820190368.652,0.049049981544477,0.0,906154310.7387168,0.0
2025Q2,GOOGL,2170869135162.3533,0.0747807619242068,0.0,811696239.8259232,0.0
2025Q2,AMZN,2362139932388.3057,0.1855666266740045,0.0,2191671694.926295,0.0
